player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,field_goal_pct,three_point_pct,free_throw_pct
P0001,Team_C,Center,34,5.4,0.0,2.0,16.4,23,1,1.0,0.559,0.345,0.707
P0002,Team_D,Center,25,18.9,5.8,4.4,42.4,22,3,1.67,0.55,0.417,0.748
P0003,Team_A,Midfielder,18,20.6,6.9,0.8,29.1,25,9,3.99,0.364,0.291,0.593
P0004,Team_J,Striker,69,8.7,4.4,7.4,18.5,30,2,0.5,0.542,0.353,0.73
P0005,Team_J,Forward,29,24.3,4.3,10.8,16.9,27,7,0.5,0.536,0.306,0.696
P0006,Team_I,Forward,16,6.1,7.2,8.9,17.0,21,12,3.3,0.356,0.428,0.826
P0007,Team_K,Forward,39,11.1,0.0,8.6,33.4,27,0,1.02,0.393,0.357,0.694
P0008,Team_E,Striker,27,2.1,0.0,6.1,21.3,28,15,1.64,0.479,0.373,0.77
P0009,Team_L,Midfielder,69,21.6,1.2,6.2,26.0,37,9,2.03,0.542,0.304,0.731
P0010,Team_H,Defender,15,16.3,1.5,10.6,26.2,28,14,0.5,0.396,0.345,0.636
P0011,Team_F,Guard,25,0.6,1.3,11.9,16.8,36,10,2.59,0.394,0.411,0.753
P0012,Team_J,Defender,48,22.9,3.9,1.0,26.8,26,0,1.4,0.337,0.346,0.656
P0013,Team_A,Guard,34,9.3,2.8,12.7,28.6,34,0,2.35,0.509,0.257,0.825
P0014,Team_B,Midfielder,16,21.2,5.4,4.0,11.6,37,4,1.63,0.527,0.319,0.568
P0015,Team_B,Midfielder,15,25.2,6.2,8.9,19.9,32,1,4.53,0.463,0.273,0.79
P0016,Team_H,Midfielder,63,24.0,1.9,5.1,20.1,27,12,0.5,0.468,0.349,0.706
P0017,Team_E,Guard,43,19.8,3.6,14.5,15.5,20,14,2.6,0.412,0.477,0.764
P0018,Team_G,Center,67,14.2,4.2,2.0,22.0,33,2,0.5,0.469,0.35,0.815
P0019,Team_D,Defender,57,0.0,5.0,8.1,12.8,27,1,2.57,0.448,0.225,0.764
P0020,Team_I,Guard,27,7.6,5.2,5.0,23.8,32,11,2.76,0.627,0.363,0.558
P0021,Team_D,Striker,54,14.5,6.0,0.9,21.6,34,2,8.01,0.461,0.298,0.793
P0022,Team_A,Midfielder,77,14.8,2.8,3.8,42.5,32,16,7.36,0.477,0.205,0.691
P0023,Team_F,Forward,62,12.8,4.0,0.0,32.8,27,1,7.58,0.439,0.334,0.839
P0024,Team_J,Defender,76,17.2,3.2,1.5,38.4,28,11,0.67,0.439,0.287,0.906
P0025,Team_E,Striker,32,10.8,6.8,9.1,30.8,25,2,7.48,0.403,0.366,0.753
P0026,Team_K,Forward,29,20.8,5.0,7.3,17.3,20,15,5.11,0.431,0.295,0.856
P0027,Team_K,Defender,45,15.8,3.1,8.5,20.8,36,12,2.83,0.547,0.334,0.763
P0028,Team_E,Forward,81,5.2,3.2,11.7,25.1,35,10,3.35,0.546,0.321,0.847
P0029,Team_F,Guard,60,26.7,3.9,15.2,29.6,31,2,1.51,0.444,0.33,0.874
