player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,field_goal_pct,three_point_pct,free_throw_pct
P0001,Team_J,Striker,18,1.6,1.8,10.1,35.1,29,7,0.5,0.3,0.393,0.834
P0002,Team_L,Center,56,17.6,0.8,2.4,33.4,30,5,5.9,0.387,0.443,0.777
P0003,Team_B,Defender,68,2.8,2.2,4.5,38.8,24,12,5.51,0.518,0.236,0.706
P0004,Team_L,Defender,25,15.9,10.2,7.1,39.9,34,14,6.85,0.352,0.35,0.742
P0005,Team_J,Defender,55,18.7,11.6,5.0,24.3,27,8,3.7,0.352,0.418,0.798
P0006,Team_F,Forward,17,10.9,4.3,1.9,32.8,33,11,8.02,0.378,0.422,0.776
P0007,Team_D,Defender,62,4.3,0.0,8.2,26.0,33,14,0.5,0.321,0.382,0.681
P0008,Team_B,Guard,60,23.2,8.2,1.6,48.0,37,6,4.88,0.602,0.369,0.95
P0009,Team_H,Forward,70,10.5,6.0,1.3,5.0,28,2,2.21,0.536,0.419,0.763
P0010,Team_K,Center,14,20.6,3.4,9.1,31.7,26,5,1.65,0.419,0.283,0.778
P0011,Team_D,Forward,24,17.8,10.3,6.6,24.4,30,13,1.22,0.3,0.316,0.639
P0012,Team_E,Midfielder,13,25.1,0.0,0.7,17.2,27,17,7.1,0.394,0.297,0.797
P0013,Team_E,Defender,50,17.0,3.4,5.5,14.6,21,14,5.69,0.414,0.494,0.824
P0014,Team_E,Forward,27,8.7,11.0,9.1,36.1,26,4,2.24,0.403,0.263,0.726
P0015,Team_A,Defender,70,2.4,0.0,7.3,16.3,29,17,0.81,0.355,0.287,0.792
P0016,Team_C,Defender,20,12.1,5.9,0.0,6.2,36,0,0.5,0.391,0.313,0.63
P0017,Team_H,Forward,74,32.9,4.6,8.4,16.2,27,3,0.5,0.536,0.379,0.708
P0018,Team_D,Midfielder,22,22.5,5.4,10.0,12.7,31,8,0.5,0.456,0.306,0.842
P0019,Team_E,Midfielder,62,4.1,2.1,5.5,25.2,21,11,1.6,0.413,0.323,0.716
P0020,Team_D,Striker,11,11.3,1.8,14.1,21.8,33,4,1.77,0.313,0.32,0.767
P0021,Team_A,Striker,35,1.9,6.1,8.7,26.2,20,2,3.71,0.497,0.235,0.77
P0022,Team_L,Forward,25,20.9,9.9,0.0,33.7,29,5,7.98,0.472,0.343,0.94
P0023,Team_F,Midfielder,56,19.1,6.3,4.6,11.7,29,17,2.51,0.463,0.294,0.761
P0024,Team_L,Striker,60,5.3,7.4,14.3,34.0,33,6,0.84,0.447,0.457,0.881
P0025,Team_D,Defender,20,0.0,2.2,11.2,27.6,31,5,0.51,0.581,0.376,0.801
P0026,Team_B,Forward,32,4.1,1.6,10.2,15.1,37,15,7.41,0.423,0.387,0.668
P0027,Team_C,Striker,58,29.6,7.4,2.8,29.7,33,17,1.36,0.465,0.387,0.724
P0028,Team_F,Defender,65,11.6,0.0,2.3,26.7,23,13,1.35,0.518,0.268,0.854
P0029,Team_E,Midfielder,75,5.8,7.4,4.4,29.4,27,13,0.5,0.595,0.324,0.839
P0030,Team_H,Forward,54,14.4,6.9,1.7,21.1,30,3,0.5,0.479,0.286,0.763
P0031,Team_L,Forward,62,28.5,4.4,5.3,24.6,29,8,0.95,0.465,0.342,0.765
P0032,Team_K,Defender,35,10.1,6.4,1.3,14.6,23,11,0.5,0.491,0.366,0.737
P0033,Team_K,Defender,51,4.1,9.6,8.1,17.8,28,7,6.98,0.331,0.2,0.815
P0034,Team_J,Midfielder,35,0.0,0.0,2.7,34.7,37,2,5.51,0.317,0.324,0.854
P0035,Team_J,Striker,15,13.8,7.3,3.9,33.1,21,6,13.01,0.552,0.351,0.907
P0036,Team_C,Guard,31,11.9,4.8,6.7,31.6,34,15,2.38,0.3,0.31,0.863
P0037,Team_I,Defender,36,9.8,8.1,12.5,20.4,23,4,3.75,0.461,0.378,0.622
P0038,Team_K,Striker,44,0.2,4.8,6.0,24.7,21,13,2.24,0.438,0.246,0.718
P0039,Team_C,Center,51,11.5,0.0,8.1,31.6,34,5,3.02,0.439,0.355,0.763
P0040,Team_I,Midfielder,79,16.4,9.6,4.5,28.3,33,11,3.82,0.475,0.465,0.793
P0041,Team_D,Defender,43,18.6,6.1,7.9,23.0,29,3,2.35,0.429,0.363,0.847
P0042,Team_A,Defender,67,19.4,5.7,5.1,30.7,21,8,0.57,0.571,0.42,0.79
P0043,Team_K,Forward,43,18.4,5.1,18.2,28.5,36,15,8.64,0.433,0.301,0.743
P0044,Team_K,Guard,74,27.9,3.7,10.3,21.6,24,3,3.95,0.447,0.337,0.702
P0045,Team_F,Striker,10,11.0,5.0,6.3,27.0,22,13,1.84,0.354,0.305,0.793
P0046,Team_F,Forward,22,12.8,6.6,11.6,21.3,21,5,5.5,0.448,0.446,0.922
P0047,Team_B,Forward,70,11.6,1.5,4.0,45.2,35,16,0.71,0.413,0.264,0.834
P0048,Team_B,Forward,81,8.1,0.7,6.9,18.4,31,6,7.81,0.442,0.441,0.579
P0049,Team_I,Midfielder,69,8.7,1.5,0.0,31.4,24,2,1.43,0.562,0.455,0.761
P0050,Team_H,Striker,24,9.8,0.5,9.6,39.7,37,16,0.5,0.455,0.446,0.519
P0051,Team_K,Midfielder,43,11.7,3.5,2.1,9.8,26,6,3.62,0.544,0.263,0.885
P0052,Team_F,Guard,37,10.7,10.7,7.8,22.0,31,14,0.5,0.498,0.397,0.667
P0053,Team_G,Midfielder,28,20.8,2.4,4.9,28.2,23,11,5.28,0.437,0.396,0.625
P0054,Team_H,Center,50,4.2,3.7,4.6,20.7,24,1,3.84,0.429,0.39,0.771
P0055,Team_L,Midfielder,24,27.0,4.1,8.2,35.5,30,8,2.06,0.525,0.276,0.943
P0056,Team_J,Striker,80,8.2,11.0,0.0,24.5,30,10,0.5,0.44,0.371,0.865
P0057,Team_B,Midfielder,72,8.2,7.7,9.3,36.4,25,12,0.99,0.446,0.34,0.819
P0058,Team_D,Striker,28,11.3,4.5,7.7,37.8,34,13,2.59,0.34,0.374,0.865
P0059,Team_F,Guard,66,11.2,8.0,10.8,22.9,23,12,0.72,0.549,0.281,0.665
P0060,Team_K,Striker,49,14.1,6.7,10.6,20.4,20,7,3.42,0.369,0.458,0.811
P0061,Team_E,Defender,18,17.6,7.7,1.4,16.6,23,2,2.8,0.459,0.347,0.95
P0062,Team_B,Defender,64,6.2,4.5,1.4,44.5,31,5,6.77,0.445,0.357,0.599
P0063,Team_A,Midfielder,50,20.0,6.9,5.7,14.2,32,7,3.26,0.415,0.393,0.659
P0064,Team_B,Guard,57,0.0,3.2,6.3,34.8,30,15,3.22,0.513,0.5,0.81
P0065,Team_A,Guard,68,10.8,9.1,1.1,39.5,24,8,0.5,0.486,0.344,0.761
P0066,Team_A,Guard,25,13.5,2.0,9.3,21.5,27,8,3.07,0.569,0.35,0.798
P0067,Team_H,Defender,24,13.1,0.9,12.6,35.6,31,1,1.62,0.475,0.38,0.782
P0068,Team_F,Guard,63,16.6,5.1,3.3,33.2,37,11,1.7,0.357,0.4,0.835
P0069,Team_K,Defender,80,13.6,3.6,10.5,25.8,29,2,1.14,0.545,0.271,0.756
P0070,Team_F,Striker,14,17.7,2.5,6.7,22.7,34,5,0.65,0.607,0.317,0.684
P0071,Team_B,Guard,60,19.2,4.2,5.7,15.9,33,6,0.53,0.427,0.382,0.647
P0072,Team_D,Guard,48,4.0,3.1,5.1,33.7,31,10,6.22,0.397,0.38,0.624
P0073,Team_L,Midfielder,72,3.3,2.9,0.0,17.3,35,10,2.26,0.45,0.347,0.77
P0074,Team_J,Defender,65,7.9,4.6,9.0,17.4,24,16,2.01,0.546,0.402,0.789
P0075,Team_B,Defender,76,0.0,4.6,3.2,30.5,33,12,5.9,0.521,0.373,0.895
P0076,Team_A,Guard,22,0.0,6.8,4.2,33.0,37,3,0.5,0.518,0.32,0.754
P0077,Team_F,Defender,76,18.1,5.6,7.1,39.9,25,12,2.88,0.393,0.308,0.721
P0078,Team_A,Center,43,7.0,4.6,7.1,26.1,37,4,12.57,0.521,0.365,0.811
P0079,Team_E,Forward,66,20.5,6.4,4.9,42.0,20,14,0.87,0.52,0.288,0.693
P0080,Team_E,Guard,35,27.6,4.5,0.0,24.9,21,5,0.86,0.377,0.402,0.624
P0081,Team_K,Guard,26,3.4,0.6,8.5,15.1,35,14,2.4,0.498,0.317,0.784
P0082,Team_F,Defender,66,20.3,0.0,2.9,20.8,27,5,0.87,0.613,0.387,0.642
P0083,Team_K,Defender,68,24.4,4.5,4.7,20.7,23,7,3.19,0.372,0.294,0.828
P0084,Team_F,Midfielder,73,24.7,4.7,1.7,21.2,22,14,2.06,0.471,0.323,0.797
P0085,Team_E,Striker,68,0.0,1.4,4.2,38.8,24,8,2.83,0.626,0.38,0.559
P0086,Team_E,Guard,43,16.8,3.3,3.6,31.5,28,14,0.73,0.421,0.345,0.737
P0087,Team_H,Midfielder,73,0.0,4.8,11.9,25.0,32,13,0.79,0.411,0.27,0.63
P0088,Team_B,Striker,55,15.4,4.1,5.0,27.0,28,10,1.6,0.444,0.372,0.805
P0089,Team_B,Forward,29,4.1,1.3,7.0,7.6,23,14,5.26,0.495,0.336,0.777
P0090,Team_L,Midfielder,66,13.9,0.2,8.4,40.4,31,17,2.45,0.34,0.418,0.716
P0091,Team_B,Guard,30,19.8,2.9,1.0,10.5,22,8,4.93,0.55,0.362,0.737
P0092,Team_A,Defender,75,4.3,1.0,6.0,19.7,32,9,2.4,0.3,0.339,0.805
P0093,Team_K,Midfielder,12,24.8,5.8,3.6,15.7,30,2,5.53,0.481,0.34,0.809
P0094,Team_B,Center,81,10.1,4.9,3.3,31.2,34,2,14.41,0.394,0.34,0.798
P0095,Team_B,Midfielder,47,13.2,4.2,5.0,17.9,25,2,0.83,0.482,0.341,0.685
P0096,Team_D,Center,31,27.7,3.3,3.4,17.5,30,13,7.48,0.498,0.347,0.726
P0097,Team_B,Forward,37,27.4,0.5,12.9,36.5,29,8,4.47,0.402,0.432,0.871
P0098,Team_K,Defender,57,9.1,3.2,7.3,32.2,37,15,0.92,0.423,0.329,0.651
P0099,Team_C,Guard,31,0.2,3.5,6.6,23.7,26,15,0.95,0.445,0.339,0.803
P0100,Team_H,Defender,40,13.6,4.8,8.0,20.9,25,3,0.5,0.55,0.372,0.643
P0101,Team_I,Guard,48,7.6,0.2,10.6,29.6,20,17,6.17,0.332,0.388,0.757
P0102,Team_D,Striker,44,1.9,8.8,10.3,18.0,37,17,4.58,0.476,0.282,0.744
P0103,Team_D,Forward,75,3.9,4.6,7.6,20.7,34,12,0.5,0.526,0.309,0.71
P0104,Team_C,Defender,23,5.0,6.7,10.6,30.3,31,0,3.75,0.534,0.394,0.809
P0105,Team_L,Midfielder,31,21.7,2.5,3.2,39.5,34,2,0.5,0.446,0.353,0.833
P0106,Team_K,Forward,49,9.1,0.0,6.4,24.7,24,17,0.5,0.491,0.354,0.769
P0107,Team_K,Forward,34,19.6,4.0,8.9,21.5,23,4,1.44,0.382,0.331,0.695
P0108,Team_B,Defender,61,7.3,6.6,1.5,46.2,29,0,0.5,0.469,0.378,0.871
P0109,Team_I,Center,30,11.9,5.2,13.4,22.3,31,8,0.5,0.529,0.372,0.715
P0110,Team_A,Defender,21,18.4,4.0,8.7,29.7,26,5,4.9,0.418,0.355,0.801
P0111,Team_J,Striker,60,9.2,1.6,8.5,35.3,26,3,5.1,0.453,0.303,0.854
P0112,Team_B,Defender,37,27.1,4.4,6.5,19.3,27,17,3.54,0.383,0.312,0.819
P0113,Team_G,Midfielder,64,19.9,6.3,8.3,27.8,26,7,2.27,0.345,0.319,0.665
