player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,field_goal_pct,three_point_pct,free_throw_pct
P0001,Team_K,Striker,13,20.1,2.4,6.6,27.0,21,7,0.5,0.42,0.388,0.78
P0002,Team_K,Striker,22,0.0,0.0,3.8,29.2,33,4,3.86,0.408,0.367,0.889
P0003,Team_I,Midfielder,31,0.0,4.4,4.5,24.1,35,4,2.88,0.384,0.234,0.894
P0004,Team_I,Guard,61,7.4,2.7,5.5,37.2,36,15,0.71,0.379,0.346,0.816
P0005,Team_H,Striker,24,9.8,0.0,8.6,21.8,28,7,1.87,0.454,0.315,0.714
P0006,Team_K,Striker,43,0.0,3.6,8.4,11.1,27,15,0.77,0.345,0.268,0.627
P0007,Team_L,Defender,42,16.9,9.7,4.4,19.6,28,2,3.86,0.497,0.385,0.692
P0008,Team_K,Midfielder,37,0.0,7.9,3.6,35.8,37,5,9.59,0.365,0.285,0.8
P0009,Team_K,Forward,13,19.4,0.0,2.9,22.9,25,12,5.17,0.482,0.318,0.81
P0010,Team_F,Center,13,14.9,0.3,3.3,32.9,27,14,3.76,0.51,0.303,0.762
P0011,Team_D,Striker,55,7.6,0.0,11.3,36.3,28,11,19.98,0.544,0.456,0.773
P0012,Team_I,Striker,14,20.9,0.0,8.4,22.6,34,7,11.6,0.422,0.374,0.668
P0013,Team_D,Striker,58,12.8,8.9,7.2,21.0,37,15,0.5,0.429,0.349,0.563
P0014,Team_D,Striker,36,26.7,9.3,2.6,22.6,32,4,5.16,0.477,0.299,0.798
P0015,Team_K,Striker,38,15.4,5.1,13.6,5.0,24,14,7.56,0.38,0.272,0.604
P0016,Team_D,Defender,76,4.3,8.7,8.1,25.8,36,2,1.46,0.42,0.342,0.808
P0017,Team_J,Striker,21,17.3,6.2,6.0,5.4,31,17,1.37,0.427,0.412,0.689
P0018,Team_L,Guard,15,12.0,6.2,6.9,26.1,33,10,0.61,0.535,0.383,0.904
